Frequency_Hz,Re_Z_ohm,Im_Z_ohm,NegIm_Z_ohm
157.672868,-173922.16686568066,219435.16274902513,-219435.16274902513
161.046987,79554.77892606927,-82381.38518485217,82381.38518485217
164.49331,547535.2126825586,-579002.2533433749,579002.2533433749
168.013383,599849.054588776,-767771.777999837,767771.777999837
171.608784,-275766.35896195495,-47137.606981690806,47137.606981690806
175.281124,71438.18022392086,-1514842.9532768386,1514842.9532768386
179.032051,-221452.44151387282,97210.82541648086,-97210.82541648086
182.863245,-246450.33703900312,1720.57588260968,-1720.57588260968
186.776425,-256059.18515403758,-204409.3620135189,204409.3620135189
190.773345,372764.9175957377,111834.83482432223,-111834.83482432223
194.855798,100682.38740149772,54666.07609284797,-54666.07609284797
199.025612,243786.04290095525,228930.33232990213,-228930.33232990213
203.284659,-398719.52846068476,525293.579683345,-525293.579683345
207.634847,-1335830.17474653,1478392.5477891492,-1478392.5477891492
212.078126,-36092.656852223954,-238651.5719276134,238651.5719276134
216.61649,-39284.84309954964,290556.9659554771,-290556.9659554771
221.251972,-352354.5329257855,-306297.1224818183,306297.1224818183
225.986652,294831.74014487246,-269218.37432532007,269218.37432532007
230.822651,-367245.21206896304,-324911.11740461516,324911.11740461516
235.762138,122989.8335553577,-371886.90125890897,371886.90125890897
240.807327,471210.651162491,-1132010.8830748969,1132010.8830748969
245.960481,232533.95187610606,-507898.20130089246,507898.20130089246
251.22391,-113698.64891959754,-809007.9239984826,809007.9239984826
256.599973,404486.2914260371,174199.3181877183,-174199.3181877183
262.091082,1752589.9687201811,600045.6645173576,-600045.6645173576
267.699697,-167498.0872853308,369247.48391544627,-369247.48391544627
273.428334,18429.471090868472,-191397.37525559857,191397.37525559857
279.279561,-1365661.630141112,165263.21612898682,-165263.21612898682
285.256001,-469630.0989606253,342460.15838238964,-342460.15838238964
291.360333,183654.81638467518,408650.4993059969,-408650.4993059969
297.595296,396260.74265100213,-211583.53184734366,211583.53184734366
303.963683,-1111634.238731838,-534993.4300369864,534993.4300369864
310.468351,-986285.788613432,138613.42798683507,-138613.42798683507
317.112215,-308349.875991322,82622.10025811155,-82622.10025811155
323.898255,-289540.7776880596,-78666.48821021522,78666.48821021522
330.829512,1388440.6890878708,-421840.5347959733,421840.5347959733
337.909095,800890.2535770749,473645.1756173827,-473645.1756173827
345.140177,253745.6562436106,191211.0669583656,-191211.0669583656
352.526001,890092.1736525892,924942.6221129355,-924942.6221129355
360.069877,288444.19314959674,-293522.9434089097,293522.9434089097
367.775189,185708.81671936193,279514.2395003893,-279514.2395003893
375.64539,793268.2373645888,-273144.1588702479,273144.1588702479
383.68401,316252.64248620346,-37710.84448762809,37710.84448762809
391.894652,-99714.12155509855,-99366.65969127037,99366.65969127037
400.280997,248210.4464297042,952894.579863182,-952894.579863182
408.846806,-448960.59729802946,16462.63775804766,-16462.63775804766
417.595919,914180.9017151924,714236.398537029,-714236.398537029
426.532259,-1043895.3648326485,-130024.04107924522,130024.04107924522
435.659831,476090.0442137742,-162074.27138550056,162074.27138550056
444.982729,542078.1287382838,-68480.39307273763,68480.39307273763
454.505133,-591433.5043477394,-431280.72928000585,431280.72928000585
464.23131,-1078783.17137488,128637.10510613132,-128637.10510613132
474.165624,-249579.9582747943,-399411.42498378013,399411.42498378013
484.312526,881159.228478056,-187296.17588910158,187296.17588910158
494.676567,-336532.57392166636,54506.38328195393,-54506.38328195393
505.262393,-183498.79942069598,-6728.595520587492,6728.595520587492
516.07475,-2221635.916939191,-1324360.803890635,1324360.803890635
527.118486,321354.51627091796,661803.5058742425,-661803.5058742425
538.398553,-1038834.0268752301,893538.2272323568,-893538.2272323568
549.920007,984262.3702870833,325513.6566698612,-325513.6566698612
561.688015,573679.3687271214,681266.1516040168,-681266.1516040168
573.707852,3909898.2625793563,500869.5190473123,-500869.5190473123
585.984907,275975.2827346508,134602.1390283661,-134602.1390283661
598.524685,-425087.2564178999,-116290.71396469887,116290.71396469887
611.332807,-571256.5540747888,-1116333.1892869188,1116333.1892869188
624.415017,599435.4753960798,5429618.611849164,-5429618.611849164
637.77718,-3316538.9275012254,-3049713.8785410444,3049713.8785410444
651.425286,-1434600.7354238627,766005.4547949864,-766005.4547949864
665.365455,-1446111.8315955577,467081.3948752529,-467081.3948752529
679.603936,-574974.5426952892,433274.3953540349,-433274.3953540349
694.147113,3775980.8382083457,-1197811.6782956463,1197811.6782956463
709.001507,1201931.9032079817,-1044823.4632169078,1044823.4632169078
724.173778,588179.7808099997,791984.7467209067,-791984.7467209067
739.670727,-275710.0968374805,1175495.9964024317,-1175495.9964024317
755.499303,-477063.7804274436,-1425793.3468327792,1425793.3468327792
771.666603,668122.2319019276,-122623.37593636273,122623.37593636273
788.179874,-325627.9997409856,-1377503.3764697071,1377503.3764697071
805.046521,-552912.2243476823,-363195.4461612206,363195.4461612206
822.274106,662303.9489289281,-479428.1034678065,479428.1034678065
839.870352,-2523730.7964571444,3039848.4372686087,-3039848.4372686087
857.843149,-420056.14704414125,304069.93987133243,-304069.93987133243
876.200554,-1912338.6058185957,-1840284.560056748,1840284.560056748
894.950799,-1119366.496524409,62582.303043395674,-62582.303043395674
914.102289,1659109.9558968134,-280617.4442964145,280617.4442964145
933.663612,-814089.4583232694,-524644.8546068233,524644.8546068233
953.643536,504097.4719141198,352972.8498267233,-352972.8498267233
974.051021,1419371.7963774977,377665.63384294667,-377665.63384294667
994.895216,-382161.85389182105,-38144.82410422562,38144.82410422562
1016.18547,1028846.775788101,739301.4067667654,-739301.4067667654
1037.93132,-1916793.2825793475,766662.615561951,-766662.615561951
1060.14252,6060612.594549904,9513256.178161545,-9513256.178161545
1082.82903,395415.1807729972,421074.39954571443,-421074.39954571443
1106.00101,356790.863220672,359290.46876403096,-359290.46876403096
1129.66887,967186.4130103582,-471728.3328432752,471728.3328432752
1153.84321,1604250.3070365887,-1033868.7726305705,1033868.7726305705
1178.53486,-828837.1596538088,-2506172.0472461157,2506172.0472461157
1203.75491,-182184.0808871094,-1574571.0025273834,1574571.0025273834
1229.51465,1041968.8639521258,-21826.13628663874,21826.13628663874
1255.82564,539025.6053800215,1263727.8464183768,-1263727.8464183768
1282.69966,-514442.3601457943,2574532.513953955,-2574532.513953955
1310.14878,1848405.4770842358,4917603.076787271,-4917603.076787271
1338.1853,8436383.731707072,2741147.2394104903,-2741147.2394104903
1366.82178,-771901.3106849762,-1725606.9928902818,1725606.9928902818
1396.07107,-1249446.2738125427,1392530.6281875053,-1392530.6281875053
1425.94628,-13209.666694977526,-1513677.875235912,1513677.875235912
1456.4608,1259387.1327379558,-2450502.331912091,2450502.331912091
1487.62832,-1389092.1217038454,511086.38661693106,-511086.38661693106
1519.4628,1132200.3482042733,881393.9234301813,-881393.9234301813
1551.97853,6642550.93749095,394640.2421305825,-394640.2421305825
1585.19008,2918295.6278191134,-716802.1567572879,716802.1567572879
1619.11234,3658090.169070919,191712.38217812552,-191712.38217812552
1653.76052,503104.5796621121,-143313.1094570774,143313.1094570774
1689.15015,-480027.66230916185,243531.9325840731,-243531.9325840731
1725.2971,778379.7963556255,-3569972.0990855205,3569972.0990855205
1762.21757,1320987.8995805592,-319580.60653197515,319580.60653197515
1799.92813,2270047.2316723657,134865.65591824,-134865.65591824
1838.44567,2847606.271285568,881481.3892615015,-881481.3892615015
1877.78747,205471.22732926827,1582040.817049077,-1582040.817049077
1917.97117,2911434.132601369,362638.2911639575,-362638.2911639575
1959.01477,-845792.316860372,-866715.5888861336,866715.5888861336
2000.93669,203830.64113697596,-1301635.2532891612,1301635.2532891612
2043.75571,-1253335.9495386747,-1493667.6205902032,1493667.6205902032
2087.49104,-1002193.8600116376,384706.1789917865,-384706.1789917865
2132.16228,-4927068.563758209,-1572428.1565976448,1572428.1565976448
2177.78947,-16273977.839450393,-8043100.817139717,8043100.817139717
2224.39305,-1400350.8921161168,-1292206.6114405268,1292206.6114405268
2271.99393,1274618.8547798272,-1487123.334861649,1487123.334861649
2320.61344,3894312.75989596,992647.8753150514,-992647.8753150514
2370.27338,-2646986.5691417903,1016082.9451153218,-1016082.9451153218
2420.99602,-2884378.363700062,-970700.5645300633,970700.5645300633
2472.8041,1218652.4415427244,-1059358.4054404558,1059358.4054404558
2525.72085,5963378.888130302,1475787.0748384972,-1475787.0748384972
2579.76998,1580515.1028096357,-4096000.6276488793,4096000.6276488793
2634.97574,205479.52037375592,2553870.2367630126,-2553870.2367630126
2691.36288,-10427729.68878777,-9422176.804945348,9422176.804945348
2748.95667,2020763.994764182,-1214197.504802615,1214197.504802615
2807.78294,3536661.273818354,-2783077.9907367383,2783077.9907367383
2867.86806,1770752.1058506442,554920.0728563466,-554920.0728563466
2929.23898,-1513905.7533196022,366252.3472257052,-366252.3472257052
2991.92319,2159221.2613248555,570490.865396153,-570490.865396153
3055.94882,-1939377.2617397262,-1504335.2061270052,1504335.2061270052
3121.34457,-5021525.22896593,-157807.7877888782,157807.7877888782
3188.13975,-6749678.121405812,6272187.968243432,-6272187.968243432
3256.36431,-570823.2125458571,-3485809.596038457,3485809.596038457
3326.04885,3134402.0120721976,3432608.2008657213,-3432608.2008657213
3397.2246,-3736536.7561201467,2071196.145003363,-2071196.145003363
3469.92347,1683416.7225991117,482711.9775145128,-482711.9775145128
3544.17806,-3521696.654328018,3803086.4370379313,-3803086.4370379313
3620.02166,-3505469.728163433,2778401.070121752,-2778401.070121752
3697.48828,464648.8433722498,-7729773.60392181,7729773.60392181
3776.61264,1461255.2603780476,424257.3479166239,-424257.3479166239
3857.43022,-1589682.0743779563,247232.31494788016,-247232.31494788016
3939.97726,-4875189.345133741,3675052.900044809,-3675052.900044809
4024.29076,2420515.2186441747,-465679.6510148933,465679.6510148933
4110.40853,7405638.60961593,-148660.65700188832,148660.65700188832
4198.36917,-10411522.086890921,-3666475.7063183226,3666475.7063183226
4288.21213,1082522.0482795744,4882941.408576348,-4882941.408576348
4379.97768,-14326648.524604622,35638657.66915259,-35638657.66915259
4473.70697,-38692.5317023974,22169165.141864445,-22169165.141864445
4569.44202,-940650.7365717612,-12280888.116814706,12280888.116814706
4667.22574,13625031.46252874,-8696827.424308928,8696827.424308928
4767.10199,1522834.2779719431,-2510541.091589756,2510541.091589756
4869.11554,-5517753.557134626,-4280008.3812904395,4280008.3812904395
4973.31213,-3339352.7620320474,-2590267.5176751865,2590267.5176751865
5079.73847,-437144.7618622493,-7147253.6785818925,7147253.6785818925
5188.44228,2955135.48702807,-1514172.2406415984,1514172.2406415984
5299.4723,-5677789.462774784,-1394598.8520608332,1394598.8520608332
5412.8783,5112424.976270559,-3971323.029231445,3971323.029231445
5528.71113,-1908243.6264202972,-10099094.025866622,10099094.025866622
5647.02273,-9485599.687532658,9128196.541518385,-9128196.541518385
5767.86613,4960944.277689273,-521416.2545021633,521416.2545021633
5891.29552,-3285861.781317044,-5320263.618164169,5320263.618164169
6017.36624,-7561082.538696135,-5822817.429882204,5822817.429882204
6146.13481,-4276211.749191099,2312139.0675346847,-2312139.0675346847
6277.65895,-1994957.4375931942,3483392.0507734455,-3483392.0507734455
6411.99765,7428758.5737155285,58804679.20519865,-58804679.20519865
6549.21113,-12121562.429773534,-23996614.925094597,23996614.925094597
6689.3609,5568790.523966429,1841701.381061674,-1841701.381061674
6832.50981,4417545.820882044,-22939990.192057155,22939990.192057155
6978.72204,-3486642.5923043587,6112735.18503634,-6112735.18503634
7128.06313,10652362.574654944,11108180.983244028,-11108180.983244028
7280.60004,-4287204.411728096,-360006.6129609558,360006.6129609558
7436.40116,4377802.570085807,5386884.854833979,-5386884.854833979
7595.53635,-8478648.048381543,-8273966.072192546,8273966.072192546
7758.07695,-19746961.827737708,-8058585.850632528,8058585.850632528
7924.09584,9406559.948607877,-2397702.0652184696,2397702.0652184696
8093.66745,16228011.468118189,13094354.534812013,-13094354.534812013
8266.8678,7084229.99559986,1596500.1802966236,-1596500.1802966236
8443.77455,8227532.483092905,-13373663.17976347,13373663.17976347
8624.46702,1683582.519295792,3467201.353284282,-3467201.353284282
8809.02621,12855121.927053617,-106229003.51195273,106229003.51195273
8997.53488,1619699.9382464811,15410415.518959131,-15410415.518959131
9190.07753,-23892565.062752865,-5340621.035868392,5340621.035868392
9386.7405,-359349.5100113631,-3651803.7753325496,3651803.7753325496
9587.61195,4681177.6206210535,2405798.511063206,-2405798.511063206
9792.78196,-4540021.754969898,2210394.3861657022,-2210394.3861657022
10002.3425,3786163.3460301487,-685332.3034514238,685332.3034514238
