% Moku:Go Frequency Response Analyzer
% Channel 1, DC coupling, 10 Vpp range, amplitude 20 mVpp, offset 100.0 mV, phase 0.000 deg
% Channel 2, DC coupling, 10 Vpp range, amplitude 20 mVpp, offset 0.000 0 V, phase 0.000 deg
% Logarithmic sweep from 1.000000 Hz to 20.00000 MHz with 512 pts, dynamic amplitude mode off, measuring fundamental, normalization off
% Averaging time 2.00 ms, 1 cycles; Settling time 100 us, 1 cycles
% Acquired 2025-09-09 T 14:19:53 -0400
% Frequency (Hz), Channel 1 Magnitude (dBVpp), Channel 1 Phase (deg), Channel 2 Magnitude (dBVpp), Channel 2 Phase (deg), Math (Ch 1 / Ch 2) Magnitude (dBVpp), Math (Ch 1 / Ch 2) Phase (deg)
6.74481945e+02, -3.3935e+01, 1.7867e+02, -2.9825e+01, -1.1421e+02, -4.1103e+00, -6.7116e+01
6.97040575e+02, -3.3882e+01, 1.7861e+02, -2.9675e+01, -1.1388e+02, -4.2071e+00, -6.7508e+01
7.20353698e+02, -3.3971e+01, 1.7913e+02, -2.9307e+01, -1.1474e+02, -4.6644e+00, -6.6131e+01
7.44446549e+02, -3.3788e+01, 1.7926e+02, -2.9310e+01, -1.1533e+02, -4.4788e+00, -6.5411e+01
7.69345205e+02, -3.3894e+01, 1.7903e+02, -2.9120e+01, -1.1448e+02, -4.7738e+00, -6.6495e+01
7.95076619e+02, -3.3771e+01, 1.7955e+02, -2.8517e+01, -1.1465e+02, -5.2540e+00, -6.5797e+01
8.21668642e+02, -3.3789e+01, 1.7908e+02, -2.8606e+01, -1.1491e+02, -5.1835e+00, -6.6014e+01
8.49150058e+02, -3.3905e+01, 1.7822e+02, -2.8031e+01, -1.1623e+02, -5.8742e+00, -6.5551e+01
8.77550614e+02, -3.3916e+01, 1.7918e+02, -2.8196e+01, -1.1532e+02, -5.7198e+00, -6.5499e+01
9.06901051e+02, -3.3951e+01, 1.7847e+02, -2.7656e+01, -1.1587e+02, -6.2954e+00, -6.5664e+01
9.37233138e+02, -3.3952e+01, 1.7831e+02, -2.7580e+01, -1.1679e+02, -6.3720e+00, -6.4903e+01
9.68579708e+02, -3.3763e+01, 1.7858e+02, -2.7278e+01, -1.1700e+02, -6.4850e+00, -6.4420e+01
1.00097469e+03, -3.3875e+01, 1.7902e+02, -2.7179e+01, -1.1649e+02, -6.6955e+00, -6.4486e+01
1.03445315e+03, -3.3896e+01, 1.7902e+02, -2.6915e+01, -1.1746e+02, -6.9816e+00, -6.3512e+01
1.06905133e+03, -3.3772e+01, 1.7809e+02, -2.6708e+01, -1.1825e+02, -7.0645e+00, -6.3663e+01
1.10480667e+03, -3.3812e+01, 1.7862e+02, -2.6596e+01, -1.1825e+02, -7.2161e+00, -6.3129e+01
1.14175789e+03, -3.3842e+01, 1.7878e+02, -2.6333e+01, -1.1749e+02, -7.5090e+00, -6.3733e+01
1.17994496e+03, -3.3744e+01, 1.7840e+02, -2.5959e+01, -1.1858e+02, -7.7858e+00, -6.3013e+01
1.21940924e+03, -3.4015e+01, 1.7811e+02, -2.5692e+01, -1.1890e+02, -8.3223e+00, -6.2982e+01
1.26019343e+03, -3.4016e+01, 1.7862e+02, -2.5607e+01, -1.1901e+02, -8.4093e+00, -6.2378e+01
1.30234169e+03, -3.3845e+01, 1.7826e+02, -2.5459e+01, -1.1953e+02, -8.3851e+00, -6.2204e+01
1.34589963e+03, -3.3936e+01, 1.7788e+02, -2.5006e+01, -1.2005e+02, -8.9307e+00, -6.2078e+01
1.39091440e+03, -3.3877e+01, 1.7735e+02, -2.4717e+01, -1.2032e+02, -9.1606e+00, -6.2336e+01
1.43743473e+03, -3.3926e+01, 1.7819e+02, -2.4666e+01, -1.2110e+02, -9.2607e+00, -6.0717e+01
1.48551098e+03, -3.3761e+01, 1.7812e+02, -2.4510e+01, -1.2187e+02, -9.2512e+00, -6.0016e+01
1.53519517e+03, -3.3830e+01, 1.7773e+02, -2.4095e+01, -1.2206e+02, -9.7352e+00, -6.0209e+01
1.58654110e+03, -3.3963e+01, 1.7778e+02, -2.3964e+01, -1.2252e+02, -9.9985e+00, -5.9697e+01
1.63960433e+03, -3.3922e+01, 1.7790e+02, -2.3701e+01, -1.2340e+02, -1.0221e+01, -5.8702e+01
1.69444231e+03, -3.3859e+01, 1.7746e+02, -2.3473e+01, -1.2352e+02, -1.0386e+01, -5.9021e+01
1.75111440e+03, -3.3840e+01, 1.7741e+02, -2.3197e+01, -1.2375e+02, -1.0643e+01, -5.8831e+01
1.80968193e+03, -3.3856e+01, 1.7721e+02, -2.3142e+01, -1.2394e+02, -1.0715e+01, -5.8844e+01
1.87020830e+03, -3.3920e+01, 1.7726e+02, -2.2856e+01, -1.2515e+02, -1.1064e+01, -5.7590e+01
1.93275903e+03, -3.3860e+01, 1.7744e+02, -2.2695e+01, -1.2585e+02, -1.1165e+01, -5.6710e+01
1.99740182e+03, -3.3931e+01, 1.7744e+02, -2.2444e+01, -1.2632e+02, -1.1487e+01, -5.6236e+01
2.06420665e+03, -3.3787e+01, 1.7731e+02, -2.2188e+01, -1.2702e+02, -1.1599e+01, -5.5671e+01
2.13324582e+03, -3.3950e+01, 1.7721e+02, -2.1936e+01, -1.2764e+02, -1.2014e+01, -5.5155e+01
2.20459406e+03, -3.3942e+01, 1.7754e+02, -2.1698e+01, -1.2847e+02, -1.2245e+01, -5.3991e+01
2.27832861e+03, -3.3809e+01, 1.7702e+02, -2.1509e+01, -1.2918e+02, -1.2300e+01, -5.3800e+01
2.35452928e+03, -3.3952e+01, 1.7697e+02, -2.1243e+01, -1.3010e+02, -1.2709e+01, -5.2926e+01
2.43327854e+03, -3.3840e+01, 1.7617e+02, -2.1093e+01, -1.3036e+02, -1.2747e+01, -5.3475e+01
2.51466164e+03, -3.3826e+01, 1.7682e+02, -2.0909e+01, -1.3145e+02, -1.2917e+01, -5.1724e+01
2.59876667e+03, -3.3787e+01, 1.7617e+02, -2.0632e+01, -1.3213e+02, -1.3154e+01, -5.1701e+01
2.68568466e+03, -3.3750e+01, 1.7608e+02, -2.0470e+01, -1.3278e+02, -1.3281e+01, -5.1134e+01
2.77550970e+03, -3.3791e+01, 1.7590e+02, -2.0300e+01, -1.3368e+02, -1.3491e+01, -5.0427e+01
2.86833901e+03, -3.3750e+01, 1.7602e+02, -2.0074e+01, -1.3447e+02, -1.3676e+01, -4.9504e+01
2.96427308e+03, -3.3848e+01, 1.7532e+02, -1.9850e+01, -1.3561e+02, -1.3998e+01, -4.9071e+01
3.06341575e+03, -3.3768e+01, 1.7550e+02, -1.9658e+01, -1.3660e+02, -1.4110e+01, -4.7897e+01
3.16587433e+03, -3.3774e+01, 1.7522e+02, -1.9484e+01, -1.3737e+02, -1.4290e+01, -4.7406e+01
3.27175973e+03, -3.3744e+01, 1.7565e+02, -1.9275e+01, -1.3840e+02, -1.4469e+01, -4.5950e+01
3.38118655e+03, -3.3765e+01, 1.7542e+02, -1.9074e+01, -1.3949e+02, -1.4692e+01, -4.5087e+01
3.49427325e+03, -3.3673e+01, 1.7514e+02, -1.8897e+01, -1.4059e+02, -1.4775e+01, -4.4277e+01
3.61114223e+03, -3.3711e+01, 1.7472e+02, -1.8698e+01, -1.4177e+02, -1.5013e+01, -4.3518e+01
3.73192000e+03, -3.3706e+01, 1.7444e+02, -1.8493e+01, -1.4284e+02, -1.5213e+01, -4.2717e+01
3.85673728e+03, -3.3728e+01, 1.7420e+02, -1.8316e+01, -1.4398e+02, -1.5412e+01, -4.1818e+01
3.98572918e+03, -3.3689e+01, 1.7439e+02, -1.8156e+01, -1.4499e+02, -1.5533e+01, -4.0621e+01
4.11903533e+03, -3.3663e+01, 1.7342e+02, -1.7982e+01, -1.4622e+02, -1.5682e+01, -4.0362e+01
4.25680002e+03, -3.3746e+01, 1.7370e+02, -1.7783e+01, -1.4736e+02, -1.5963e+01, -3.8933e+01
4.39917237e+03, -3.3786e+01, 1.7316e+02, -1.7592e+01, -1.4885e+02, -1.6194e+01, -3.7989e+01
4.54630648e+03, -3.3638e+01, 1.7326e+02, -1.7406e+01, -1.5005e+02, -1.6232e+01, -3.6693e+01
4.69836162e+03, -3.3719e+01, 1.7258e+02, -1.7287e+01, -1.5156e+02, -1.6431e+01, -3.5858e+01
4.85550237e+03, -3.3696e+01, 1.7253e+02, -1.7123e+01, -1.5273e+02, -1.6572e+01, -3.4740e+01
5.01789884e+03, -3.3613e+01, 1.7274e+02, -1.6949e+01, -1.5407e+02, -1.6664e+01, -3.3186e+01
5.18572679e+03, -3.3624e+01, 1.7139e+02, -1.6783e+01, -1.5561e+02, -1.6841e+01, -3.2997e+01
5.35916789e+03, -3.3543e+01, 1.7150e+02, -1.6634e+01, -1.5698e+02, -1.6908e+01, -3.1524e+01
5.53840988e+03, -3.3590e+01, 1.7110e+02, -1.6494e+01, -1.5857e+02, -1.7096e+01, -3.0333e+01
5.72364678e+03, -3.3634e+01, 1.7118e+02, -1.6380e+01, -1.5999e+02, -1.7255e+01, -2.8830e+01
5.91507908e+03, -3.3630e+01, 1.7017e+02, -1.6230e+01, -1.6169e+02, -1.7400e+01, -2.8139e+01
6.11291400e+03, -3.3573e+01, 1.7010e+02, -1.6107e+01, -1.6341e+02, -1.7465e+01, -2.6486e+01
6.31736567e+03, -3.3527e+01, 1.6971e+02, -1.5975e+01, -1.6499e+02, -1.7552e+01, -2.5302e+01
6.52865542e+03, -3.3656e+01, 1.6894e+02, -1.5873e+01, -1.6663e+02, -1.7783e+01, -2.4429e+01
6.74701192e+03, -3.3555e+01, 1.6867e+02, -1.5774e+01, -1.6825e+02, -1.7781e+01, -2.3080e+01
6.97267155e+03, -3.3534e+01, 1.6798e+02, -1.5677e+01, -1.7003e+02, -1.7856e+01, -2.1988e+01
7.20587857e+03, -3.3557e+01, 1.6783e+02, -1.5570e+01, -1.7179e+02, -1.7988e+01, -2.0374e+01
7.44688539e+03, -3.3554e+01, 1.6703e+02, -1.5480e+01, -1.7341e+02, -1.8073e+01, -1.9552e+01
7.69595289e+03, -3.3564e+01, 1.6628e+02, -1.5391e+01, -1.7545e+02, -1.8173e+01, -1.8266e+01
7.95335067e+03, -3.3488e+01, 1.6599e+02, -1.5284e+01, -1.7718e+02, -1.8204e+01, -1.6835e+01
8.21935734e+03, -3.3496e+01, 1.6533e+02, -1.5234e+01, -1.7912e+02, -1.8262e+01, -1.5551e+01
8.49426083e+03, -3.3450e+01, 1.6485e+02, -1.5181e+01, -1.8112e+02, -1.8268e+01, -1.4033e+01
8.77835871e+03, -3.3503e+01, 1.6421e+02, -1.5133e+01, -1.8296e+02, -1.8370e+01, -1.2830e+01
9.07195848e+03, -3.3461e+01, 1.6364e+02, -1.5050e+01, -1.8487e+02, -1.8411e+01, -1.1491e+01
9.37537795e+03, -3.3444e+01, 1.6260e+02, -1.5020e+01, -1.8701e+02, -1.8424e+01, -1.0390e+01
9.68894555e+03, -3.3526e+01, 1.6180e+02, -1.4983e+01, -1.8898e+02, -1.8543e+01, -9.2285e+00
1.00130007e+04, -3.3456e+01, 1.6137e+02, -1.4939e+01, -1.9096e+02, -1.8518e+01, -7.6676e+00
1.03478941e+04, -3.3483e+01, 1.6059e+02, -1.4948e+01, -1.9305e+02, -1.8535e+01, -6.3600e+00
1.06939884e+04, -3.3436e+01, 1.5972e+02, -1.4919e+01, -1.9516e+02, -1.8516e+01, -5.1137e+00
1.10516580e+04, -3.3481e+01, 1.5872e+02, -1.4931e+01, -1.9754e+02, -1.8550e+01, -3.7348e+00
1.14212903e+04, -3.3485e+01, 1.5816e+02, -1.4917e+01, -1.9929e+02, -1.8567e+01, -2.5547e+00
1.18032852e+04, -3.3490e+01, 1.5724e+02, -1.4929e+01, -2.0181e+02, -1.8561e+01, -9.4281e-01
1.21980562e+04, -3.3584e+01, 1.5683e+02, -1.5037e+01, -2.0403e+02, -1.8547e+01, 8.6372e-01
1.26060307e+04, -3.3315e+01, 1.5408e+02, -1.4780e+01, -2.0693e+02, -1.8535e+01, 1.0075e+00
1.30276503e+04, -3.3550e+01, 1.5455e+02, -1.5006e+01, -2.0816e+02, -1.8543e+01, 2.7147e+00
1.34633713e+04, -3.3610e+01, 1.5437e+02, -1.5067e+01, -2.0982e+02, -1.8543e+01, 4.1965e+00
1.39136653e+04, -3.3667e+01, 1.5297e+02, -1.5139e+01, -2.1254e+02, -1.8528e+01, 5.5118e+00
1.43790199e+04, -3.3623e+01, 1.5225e+02, -1.5188e+01, -2.1486e+02, -1.8435e+01, 7.1184e+00
1.48599386e+04, -3.3626e+01, 1.5092e+02, -1.5226e+01, -2.1707e+02, -1.8400e+01, 7.9891e+00
1.53569420e+04, -3.3720e+01, 1.4978e+02, -1.5306e+01, -2.1945e+02, -1.8413e+01, 9.2293e+00
1.58705682e+04, -3.3726e+01, 1.4884e+02, -1.5380e+01, -2.2192e+02, -1.8346e+01, 1.0762e+01
1.64013730e+04, -3.3696e+01, 1.4755e+02, -1.5463e+01, -2.2414e+02, -1.8232e+01, 1.1691e+01
1.69499311e+04, -3.3742e+01, 1.4635e+02, -1.5523e+01, -2.2641e+02, -1.8220e+01, 1.2761e+01
1.75168362e+04, -3.3775e+01, 1.4526e+02, -1.5604e+01, -2.2889e+02, -1.8171e+01, 1.4154e+01
1.81027018e+04, -3.3764e+01, 1.4417e+02, -1.5722e+01, -2.3116e+02, -1.8042e+01, 1.5339e+01
1.87081623e+04, -3.3817e+01, 1.4325e+02, -1.5837e+01, -2.3354e+02, -1.7980e+01, 1.6786e+01
1.93338729e+04, -3.3945e+01, 1.4147e+02, -1.5921e+01, -2.3638e+02, -1.8024e+01, 1.7852e+01
1.99805110e+04, -3.3904e+01, 1.4048e+02, -1.6083e+01, -2.3878e+02, -1.7820e+01, 1.9256e+01
2.06487764e+04, -3.3954e+01, 1.3871e+02, -1.6226e+01, -2.4148e+02, -1.7728e+01, 2.0190e+01
2.13393925e+04, -3.4095e+01, 1.3738e+02, -1.6382e+01, -2.4406e+02, -1.7713e+01, 2.1435e+01
2.20531069e+04, -3.4047e+01, 1.3608e+02, -1.6484e+01, -2.4629e+02, -1.7563e+01, 2.2370e+01
2.27906921e+04, -3.4096e+01, 1.3453e+02, -1.6669e+01, -2.4892e+02, -1.7427e+01, 2.3449e+01
2.35529464e+04, -3.4241e+01, 1.3301e+02, -1.6849e+01, -2.5177e+02, -1.7392e+01, 2.4776e+01
2.43406950e+04, -3.4303e+01, 1.3175e+02, -1.7007e+01, -2.5430e+02, -1.7295e+01, 2.6059e+01
2.51547906e+04, -3.4501e+01, 1.3090e+02, -1.7284e+01, -2.5650e+02, -1.7217e+01, 2.7406e+01
2.59961142e+04, -3.4362e+01, 1.2791e+02, -1.7385e+01, -2.6006e+02, -1.6977e+01, 2.7973e+01
2.68655767e+04, -3.4505e+01, 1.2677e+02, -1.7559e+01, -2.6250e+02, -1.6946e+01, 2.9278e+01
2.77641190e+04, -3.4641e+01, 1.2479e+02, -1.7849e+01, -2.6541e+02, -1.6791e+01, 3.0202e+01
2.86927139e+04, -3.4747e+01, 1.2321e+02, -1.8075e+01, -2.6826e+02, -1.6672e+01, 3.1477e+01
2.96523665e+04, -3.4867e+01, 1.2160e+02, -1.8327e+01, -2.7120e+02, -1.6540e+01, 3.2798e+01
3.06441155e+04, -3.4970e+01, 1.1956e+02, -1.8569e+01, -2.7403e+02, -1.6402e+01, 3.3597e+01
3.16690343e+04, -3.5078e+01, 1.1777e+02, -1.8832e+01, -2.7690e+02, -1.6246e+01, 3.4673e+01
3.27282325e+04, -3.5286e+01, 1.1599e+02, -1.9113e+01, -2.7988e+02, -1.6173e+01, 3.5864e+01
3.38228564e+04, -3.5362e+01, 1.1392e+02, -1.9372e+01, -2.8291e+02, -1.5991e+01, 3.6827e+01
3.49540910e+04, -3.5545e+01, 1.1204e+02, -1.9699e+01, -2.8585e+02, -1.5845e+01, 3.7895e+01
3.61231607e+04, -3.5656e+01, 1.1020e+02, -2.0011e+01, -2.8864e+02, -1.5645e+01, 3.8837e+01
3.73313310e+04, -3.5868e+01, 1.0826e+02, -2.0323e+01, -2.9184e+02, -1.5544e+01, 4.0105e+01
3.85799095e+04, -3.6018e+01, 1.0586e+02, -2.0675e+01, -2.9499e+02, -1.5343e+01, 4.0852e+01
3.98702479e+04, -3.6137e+01, 1.0398e+02, -2.1059e+01, -2.9803e+02, -1.5077e+01, 4.2015e+01
4.12037427e+04, -3.6357e+01, 1.0176e+02, -2.1412e+01, -3.0096e+02, -1.4945e+01, 4.2726e+01
4.25818374e+04, -3.6543e+01, 9.9832e+01, -2.1793e+01, -3.0415e+02, -1.4750e+01, 4.3980e+01
4.40060236e+04, -3.6740e+01, 9.7606e+01, -2.2202e+01, -3.0732e+02, -1.4538e+01, 4.4921e+01
4.54778430e+04, -3.6920e+01, 9.5697e+01, -2.2663e+01, -3.1028e+02, -1.4258e+01, 4.5979e+01
4.69988887e+04, -3.7128e+01, 9.3236e+01, -2.3013e+01, -3.1289e+02, -1.4115e+01, 4.6121e+01
4.85708070e+04, -3.7320e+01, 9.1080e+01, -2.3473e+01, -3.1603e+02, -1.3846e+01, 4.7113e+01
5.01952996e+04, -3.7565e+01, 8.9026e+01, -2.3904e+01, -3.1903e+02, -1.3661e+01, 4.8059e+01
5.18741246e+04, -3.7754e+01, 8.6666e+01, -2.4362e+01, -3.2209e+02, -1.3391e+01, 4.8760e+01
5.36090994e+04, -3.8035e+01, 8.4675e+01, -2.4866e+01, -3.2469e+02, -1.3169e+01, 4.9365e+01
5.54021020e+04, -3.8162e+01, 8.2276e+01, -2.5325e+01, -3.2769e+02, -1.2837e+01, 4.9963e+01
5.72550731e+04, -3.8508e+01, 8.0018e+01, -2.5839e+01, -3.3056e+02, -1.2669e+01, 5.0581e+01
5.91700183e+04, -3.8814e+01, 7.7764e+01, -2.6375e+01, -3.3327e+02, -1.2439e+01, 5.1033e+01
6.11490106e+04, -3.9046e+01, 7.5634e+01, -2.6876e+01, -3.3612e+02, -1.2170e+01, 5.1757e+01
6.31941920e+04, -3.9262e+01, 7.3164e+01, -2.7429e+01, -3.3888e+02, -1.1832e+01, 5.2044e+01
6.53077762e+04, -3.9528e+01, 7.0793e+01, -2.7946e+01, -3.4140e+02, -1.1583e+01, 5.2194e+01
6.74920511e+04, -3.9851e+01, 6.8764e+01, -2.8477e+01, -3.4425e+02, -1.1373e+01, 5.3011e+01
6.97493809e+04, -4.0097e+01, 6.5885e+01, -2.9032e+01, -3.4626e+02, -1.1064e+01, 5.2147e+01
7.20822091e+04, -4.0407e+01, 6.4186e+01, -2.9598e+01, -3.4918e+02, -1.0809e+01, 5.3366e+01
7.44930607e+04, -4.0610e+01, 6.1518e+01, -3.0144e+01, -3.5113e+02, -1.0466e+01, 5.2648e+01
7.69845454e+04, -4.0955e+01, 5.8909e+01, -3.0673e+01, -3.5369e+02, -1.0281e+01, 5.2594e+01
7.95593599e+04, -4.1230e+01, 5.6908e+01, -3.1176e+01, -3.5600e+02, -1.0053e+01, 5.2904e+01
8.22202913e+04, -4.1546e+01, 5.4249e+01, -3.1765e+01, -3.5856e+02, -9.7807e+00, 5.2809e+01
8.49702198e+04, -4.1898e+01, 5.1241e+01, -3.2164e+01, -3.6041e+02, -9.7342e+00, 5.1651e+01
8.78121220e+04, -4.2134e+01, 4.9207e+01, -3.2894e+01, -3.6299e+02, -9.2398e+00, 5.2195e+01
9.07490742e+04, -4.2407e+01, 4.6460e+01, -3.3486e+01, -3.6524e+02, -8.9208e+00, 5.1702e+01
9.37842552e+04, -4.2807e+01, 4.4016e+01, -3.3961e+01, -3.6785e+02, -8.8460e+00, 5.1862e+01
9.69209504e+04, -4.3050e+01, 4.0921e+01, -3.4472e+01, -3.7015e+02, -8.5776e+00, 5.1074e+01
1.00162555e+05, -4.3398e+01, 3.8938e+01, -3.5059e+01, -3.7232e+02, -8.3388e+00, 5.1257e+01
1.03512578e+05, -4.3615e+01, 3.5533e+01, -3.5570e+01, -3.7488e+02, -8.0453e+00, 5.0415e+01
1.06974646e+05, -4.3986e+01, 3.2560e+01, -3.6131e+01, -3.7753e+02, -7.8552e+00, 5.0091e+01
1.10552505e+05, -4.4252e+01, 2.9422e+01, -3.6684e+01, -3.7968e+02, -7.5672e+00, 4.9100e+01
1.14250029e+05, -4.4591e+01, 2.7541e+01, -3.7198e+01, -3.8227e+02, -7.3934e+00, 4.9807e+01
1.18071219e+05, -4.5046e+01, 2.4027e+01, -3.7832e+01, -3.8504e+02, -7.2146e+00, 4.9069e+01
1.22020213e+05, -4.5354e+01, 2.1330e+01, -3.8333e+01, -3.8749e+02, -7.0209e+00, 4.8822e+01
1.26101284e+05, -4.5626e+01, 1.9289e+01, -3.8931e+01, -3.9000e+02, -6.6952e+00, 4.9288e+01
1.30318851e+05, -4.5881e+01, 1.4676e+01, -3.9431e+01, -3.9326e+02, -6.4505e+00, 4.7934e+01
1.34677477e+05, -4.6336e+01, 1.2459e+01, -4.0033e+01, -3.9567e+02, -6.3035e+00, 4.8128e+01
1.39181881e+05, -4.6737e+01, 8.2922e+00, -4.0601e+01, -3.9827e+02, -6.1353e+00, 4.6565e+01
1.43836939e+05, -4.7019e+01, 4.6878e+00, -4.1152e+01, -4.0062e+02, -5.8672e+00, 4.5307e+01
1.48647690e+05, -4.7395e+01, 8.4556e-01, -4.1611e+01, -4.0466e+02, -5.7846e+00, 4.5506e+01
1.53619340e+05, -4.7769e+01, -2.2014e+00, -4.2283e+01, -4.0722e+02, -5.4863e+00, 4.5022e+01
1.58757271e+05, -4.8164e+01, -6.2145e+00, -4.2844e+01, -4.1065e+02, -5.3204e+00, 4.4432e+01
1.64067045e+05, -4.8520e+01, -9.5240e+00, -4.3361e+01, -4.1373e+02, -5.1592e+00, 4.4209e+01
1.69554409e+05, -4.8932e+01, -1.4481e+01, -4.3956e+01, -4.1741e+02, -4.9763e+00, 4.2926e+01
1.75225302e+05, -4.9286e+01, -1.7566e+01, -4.4650e+01, -4.2040e+02, -4.6358e+00, 4.2836e+01
1.81085863e+05, -4.9629e+01, -2.3119e+01, -4.5104e+01, -4.2389e+02, -4.5251e+00, 4.0767e+01
1.87142436e+05, -5.0012e+01, -2.7507e+01, -4.5850e+01, -4.2821e+02, -4.1618e+00, 4.0706e+01
1.93401576e+05, -5.0443e+01, -3.2098e+01, -4.6294e+01, -4.3129e+02, -4.1489e+00, 3.9197e+01
1.99870059e+05, -5.0790e+01, -3.5452e+01, -4.6891e+01, -4.3524e+02, -3.8985e+00, 3.9788e+01
2.06554885e+05, -5.1232e+01, -4.1561e+01, -4.7566e+01, -4.3813e+02, -3.6658e+00, 3.6567e+01
2.13463291e+05, -5.1647e+01, -4.6873e+01, -4.8154e+01, -4.4286e+02, -3.4929e+00, 3.5983e+01
2.20602755e+05, -5.2051e+01, -5.0583e+01, -4.8761e+01, -4.4648e+02, -3.2904e+00, 3.5897e+01
2.27981004e+05, -5.2462e+01, -5.7374e+01, -4.9292e+01, -4.5033e+02, -3.1700e+00, 3.2959e+01
2.35606026e+05, -5.3050e+01, -6.2725e+01, -5.0061e+01, -4.5562e+02, -2.9886e+00, 3.2890e+01
2.43486072e+05, -5.3574e+01, -6.7160e+01, -5.0836e+01, -4.6094e+02, -2.7384e+00, 3.3779e+01
2.51629674e+05, -5.4341e+01, -7.3781e+01, -5.1528e+01, -4.6341e+02, -2.8124e+00, 2.9633e+01
2.60045645e+05, -5.4557e+01, -8.0623e+01, -5.1981e+01, -4.6943e+02, -2.5760e+00, 2.8804e+01
2.68743096e+05, -5.4971e+01, -8.6358e+01, -5.2896e+01, -4.7562e+02, -2.0750e+00, 2.9266e+01
2.77731441e+05, -5.5865e+01, -9.0749e+01, -5.3583e+01, -4.7712e+02, -2.2818e+00, 2.6372e+01
2.87020408e+05, -5.6464e+01, -9.9449e+01, -5.4319e+01, -4.8162e+02, -2.1457e+00, 2.2168e+01
2.96620053e+05, -5.7190e+01, -1.0574e+02, -5.4964e+01, -4.8811e+02, -2.2259e+00, 2.2364e+01
3.06540766e+05, -5.7809e+01, -1.1232e+02, -5.5831e+01, -4.9251e+02, -1.9778e+00, 2.0187e+01
3.16793287e+05, -5.8624e+01, -1.1876e+02, -5.6617e+01, -4.9864e+02, -2.0068e+00, 1.9887e+01
3.27388711e+05, -5.9394e+01, -1.2436e+02, -5.7609e+01, -5.0290e+02, -1.7855e+00, 1.8538e+01
3.38338509e+05, -6.0008e+01, -1.3166e+02, -5.8135e+01, -5.0818e+02, -1.8736e+00, 1.6517e+01
3.49654532e+05, -6.0460e+01, -1.3892e+02, -5.9436e+01, -5.1188e+02, -1.0248e+00, 1.2962e+01
3.61349029e+05, -6.2074e+01, -1.4476e+02, -5.9884e+01, -5.1545e+02, -2.1896e+00, 1.0687e+01
3.73434659e+05, -6.3027e+01, -1.4981e+02, -6.1016e+01, -5.2194e+02, -2.0112e+00, 1.2128e+01
3.85924503e+05, -6.3756e+01, -1.5662e+02, -6.1911e+01, -5.2829e+02, -1.8447e+00, 1.1670e+01
3.98832081e+05, -6.4177e+01, -1.6680e+02, -6.2596e+01, -5.3399e+02, -1.5814e+00, 7.1911e+00
4.12171364e+05, -6.5785e+01, -1.7663e+02, -6.2610e+01, -5.4382e+02, -3.1746e+00, 7.1977e+00
4.25956790e+05, -6.6749e+01, -1.7897e+02, -6.4922e+01, -5.3930e+02, -1.8264e+00, 3.2838e-01
4.40203282e+05, -6.7592e+01, -1.8633e+02, -6.5470e+01, -5.5163e+02, -2.1215e+00, 5.3076e+00
4.54926261e+05, -6.9747e+01, -1.9420e+02, -6.6618e+01, -5.5995e+02, -3.1287e+00, 5.7483e+00
4.70141662e+05, -6.9954e+01, -2.0153e+02, -6.5558e+01, -5.6316e+02, -4.3963e+00, 1.6263e+00
4.85865955e+05, -7.2321e+01, -2.0795e+02, -6.8930e+01, -5.5843e+02, -3.3906e+00, -9.5262e+00
5.02116161e+05, -7.2725e+01, -1.9833e+02, -6.9694e+01, -5.6795e+02, -3.0305e+00, 9.6175e+00
5.18909868e+05, -7.4444e+01, -2.2803e+02, -7.0127e+01, -5.8697e+02, -4.3165e+00, -1.0606e+00
5.36265256e+05, -7.7812e+01, -2.3790e+02, -7.3324e+01, -5.6614e+02, -4.4883e+00, -3.1767e+01
5.54201110e+05, -7.7185e+01, -2.4411e+02, -7.4300e+01, -5.8956e+02, -2.8848e+00, -1.4552e+01
5.72736844e+05, -7.8365e+01, -2.3957e+02, -7.5465e+01, -6.2444e+02, -2.8996e+00, 2.4865e+01
5.91892522e+05, -8.0006e+01, -2.4013e+02, -7.3695e+01, -5.6940e+02, -6.3105e+00, -3.0732e+01
6.11688877e+05, -7.7723e+01, -2.8143e+02, -7.3564e+01, -6.1226e+02, -4.1592e+00, -2.9174e+01
6.32147339e+05, -8.0528e+01, -2.6576e+02, -7.5441e+01, -6.0225e+02, -5.0870e+00, -2.3516e+01
6.53290052e+05, -8.4155e+01, -3.0070e+02, -8.8879e+01, -6.0688e+02, 4.7245e+00, -5.3820e+01
6.75139901e+05, -8.4919e+01, -2.9162e+02, -8.9229e+01, -6.4136e+02, 4.3095e+00, -1.0265e+01
6.97720537e+05, -8.5463e+01, -2.8288e+02, -8.1876e+01, -6.1676e+02, -3.5867e+00, -2.6126e+01
7.21056402e+05, -8.3113e+01, -2.9808e+02, -8.5037e+01, -6.2725e+02, 1.9232e+00, -3.0828e+01
7.45172755e+05, -8.1973e+01, -3.0405e+02, -7.7696e+01, -6.3287e+02, -4.2771e+00, -3.1175e+01
7.70095700e+05, -8.8026e+01, -3.0125e+02, -8.7930e+01, -6.3684e+02, -9.6185e-02, -2.4403e+01
7.95852215e+05, -8.6606e+01, -3.3365e+02, -8.8585e+01, -6.8907e+02, 1.9790e+00, -4.5850e+00
