% Moku:Go Frequency Response Analyzer
% Channel 1, DC coupling, 10 Vpp range, amplitude 20 mVpp, offset -100.0 mV, phase 0.000 deg
% Channel 2, DC coupling, 10 Vpp range, amplitude 20 mVpp, offset 0.000 0 V, phase 0.000 deg
% Logarithmic sweep from 1.000000 Hz to 1.000000 kHz with 512 pts, dynamic amplitude mode off, measuring fundamental, normalization off
% Averaging time 2.00 ms, 1 cycles; Settling time 100 us, 1 cycles
% Acquired 2025-09-09 T 13:27:37 -0400
% Frequency (Hz), Channel 1 Magnitude (dBVpp), Channel 1 Phase (deg), Channel 2 Magnitude (dBVpp), Channel 2 Phase (deg), Math (Ch 1 / Ch 2) Magnitude (dBVpp), Math (Ch 1 / Ch 2) Phase (deg)
1.34029815e+01, -3.4279e+01, 1.8051e+02, -5.4884e+01, -1.0083e+02, 2.0605e+01, -7.8657e+01
1.35853947e+01, -3.4181e+01, 1.7961e+02, -5.3724e+01, -1.0332e+02, 1.9542e+01, -7.7069e+01
1.37702905e+01, -3.4256e+01, 1.7986e+02, -5.4192e+01, -1.0610e+02, 1.9936e+01, -7.4039e+01
1.39577028e+01, -3.4168e+01, 1.7930e+02, -5.3964e+01, -1.0098e+02, 1.9796e+01, -7.9716e+01
1.41476657e+01, -3.4265e+01, 1.8028e+02, -5.4875e+01, -1.0845e+02, 2.0609e+01, -7.1278e+01
1.43402140e+01, -3.4170e+01, 1.7963e+02, -5.3270e+01, -1.0895e+02, 1.9100e+01, -7.1427e+01
1.45353828e+01, -3.4295e+01, 1.8011e+02, -5.3512e+01, -1.0836e+02, 1.9217e+01, -7.1537e+01
1.47332079e+01, -3.4310e+01, 1.8009e+02, -5.4502e+01, -1.0744e+02, 2.0191e+01, -7.2469e+01
1.49337253e+01, -3.4207e+01, 1.8008e+02, -5.2945e+01, -1.1124e+02, 1.8739e+01, -6.8679e+01
1.51369718e+01, -3.4290e+01, 1.7958e+02, -5.3657e+01, -1.0718e+02, 1.9367e+01, -7.3238e+01
1.53429844e+01, -3.4237e+01, 1.7971e+02, -5.3091e+01, -1.0686e+02, 1.8854e+01, -7.3423e+01
1.55518009e+01, -3.4177e+01, 1.8029e+02, -5.3385e+01, -1.1087e+02, 1.9208e+01, -6.8832e+01
1.57634593e+01, -3.4300e+01, 1.7987e+02, -5.4797e+01, -1.0258e+02, 2.0498e+01, -7.7547e+01
1.59779983e+01, -3.4221e+01, 1.7989e+02, -5.2213e+01, -1.0302e+02, 1.7992e+01, -7.7083e+01
1.61954573e+01, -3.4183e+01, 1.7958e+02, -5.3228e+01, -1.0503e+02, 1.9045e+01, -7.5392e+01
1.64158758e+01, -3.4249e+01, 1.7937e+02, -5.3318e+01, -1.0706e+02, 1.9069e+01, -7.3572e+01
1.66392942e+01, -3.4223e+01, 1.7965e+02, -5.2376e+01, -1.0883e+02, 1.8152e+01, -7.1518e+01
1.68657532e+01, -3.4118e+01, 1.8028e+02, -5.2766e+01, -1.0583e+02, 1.8648e+01, -7.3894e+01
1.70952944e+01, -3.4266e+01, 1.8016e+02, -5.1559e+01, -1.0080e+02, 1.7294e+01, -7.9036e+01
1.73279596e+01, -3.4324e+01, 1.7962e+02, -5.1635e+01, -1.1105e+02, 1.7311e+01, -6.9326e+01
1.75637914e+01, -3.4321e+01, 1.7991e+02, -5.1527e+01, -1.0739e+02, 1.7205e+01, -7.2695e+01
1.78028328e+01, -3.4223e+01, 1.8036e+02, -5.2695e+01, -9.7657e+01, 1.8472e+01, -8.1988e+01
1.80451275e+01, -3.4366e+01, 1.7965e+02, -5.2423e+01, -1.0302e+02, 1.8057e+01, -7.7328e+01
1.82907198e+01, -3.4245e+01, 1.7972e+02, -5.1512e+01, -1.0603e+02, 1.7267e+01, -7.4259e+01
1.85396546e+01, -3.4329e+01, 1.8072e+02, -5.1639e+01, -1.0651e+02, 1.7310e+01, -7.2772e+01
1.87919774e+01, -3.4287e+01, 1.8042e+02, -5.2291e+01, -1.0336e+02, 1.8004e+01, -7.6217e+01
1.90477343e+01, -3.4241e+01, 1.7938e+02, -5.1139e+01, -1.0146e+02, 1.6899e+01, -7.9161e+01
1.93069720e+01, -3.4319e+01, 1.7944e+02, -5.1503e+01, -1.0495e+02, 1.7184e+01, -7.5606e+01
1.95697379e+01, -3.4273e+01, 1.7983e+02, -5.0962e+01, -9.9862e+01, 1.6690e+01, -8.0313e+01
1.98360801e+01, -3.4303e+01, 1.7989e+02, -5.0837e+01, -1.1185e+02, 1.6534e+01, -6.8263e+01
2.01060471e+01, -3.4158e+01, 1.8014e+02, -5.1352e+01, -1.0842e+02, 1.7194e+01, -7.1441e+01
2.03796883e+01, -3.4151e+01, 1.8125e+02, -5.0563e+01, -1.0709e+02, 1.6412e+01, -7.1658e+01
2.06570538e+01, -3.4261e+01, 1.7970e+02, -5.1347e+01, -1.0650e+02, 1.7086e+01, -7.3793e+01
2.09381942e+01, -3.4283e+01, 1.8006e+02, -5.0838e+01, -1.0645e+02, 1.6555e+01, -7.3492e+01
2.12231608e+01, -3.4290e+01, 1.7979e+02, -5.0580e+01, -1.0905e+02, 1.6290e+01, -7.1161e+01
2.15120059e+01, -3.4263e+01, 1.8032e+02, -5.0161e+01, -1.0581e+02, 1.5898e+01, -7.3872e+01
2.18047821e+01, -3.4276e+01, 1.7960e+02, -5.0370e+01, -1.0151e+02, 1.6094e+01, -7.8889e+01
2.21015429e+01, -3.4354e+01, 1.7955e+02, -5.1051e+01, -1.0893e+02, 1.6697e+01, -7.1515e+01
2.24023426e+01, -3.4158e+01, 1.7956e+02, -4.9476e+01, -1.0626e+02, 1.5318e+01, -7.4180e+01
2.27072362e+01, -3.4271e+01, 1.7991e+02, -5.0453e+01, -1.0395e+02, 1.6182e+01, -7.6134e+01
2.30162794e+01, -3.4266e+01, 1.8007e+02, -5.0252e+01, -1.0735e+02, 1.5986e+01, -7.2579e+01
2.33295286e+01, -3.4278e+01, 1.7993e+02, -5.0197e+01, -1.1434e+02, 1.5919e+01, -6.5725e+01
2.36470411e+01, -3.4342e+01, 1.7984e+02, -4.9580e+01, -1.0451e+02, 1.5238e+01, -7.5640e+01
2.39688749e+01, -3.4275e+01, 1.7997e+02, -4.9948e+01, -1.1138e+02, 1.5674e+01, -6.8646e+01
2.42950888e+01, -3.4251e+01, 1.8019e+02, -4.9954e+01, -1.0451e+02, 1.5703e+01, -7.5296e+01
2.46257425e+01, -3.4280e+01, 1.7977e+02, -4.9017e+01, -1.0383e+02, 1.4736e+01, -7.6403e+01
2.49608963e+01, -3.4251e+01, 1.8000e+02, -4.9679e+01, -1.0838e+02, 1.5428e+01, -7.1617e+01
2.53006115e+01, -3.4203e+01, 1.7988e+02, -4.9600e+01, -1.0540e+02, 1.5396e+01, -7.4717e+01
2.56449502e+01, -3.4207e+01, 1.8017e+02, -4.8310e+01, -1.0567e+02, 1.4102e+01, -7.4160e+01
2.59939754e+01, -3.4222e+01, 1.7914e+02, -4.9379e+01, -1.0516e+02, 1.5157e+01, -7.5701e+01
2.63477507e+01, -3.4268e+01, 1.7925e+02, -4.8434e+01, -1.0279e+02, 1.4166e+01, -7.7968e+01
2.67063409e+01, -3.4349e+01, 1.8066e+02, -4.8072e+01, -1.0739e+02, 1.3723e+01, -7.1955e+01
2.70698115e+01, -3.4308e+01, 1.7969e+02, -4.8565e+01, -1.0271e+02, 1.4257e+01, -7.7594e+01
2.74382288e+01, -3.4279e+01, 1.7969e+02, -4.8988e+01, -1.1206e+02, 1.4709e+01, -6.8250e+01
2.78116603e+01, -3.4276e+01, 1.8019e+02, -4.8401e+01, -1.0548e+02, 1.4125e+01, -7.4323e+01
2.81901741e+01, -3.4232e+01, 1.7995e+02, -4.8066e+01, -1.0759e+02, 1.3834e+01, -7.2459e+01
2.85738395e+01, -3.4241e+01, 1.7976e+02, -4.8168e+01, -1.0206e+02, 1.3927e+01, -7.8178e+01
2.89627265e+01, -3.4314e+01, 1.7990e+02, -4.9149e+01, -1.0510e+02, 1.4835e+01, -7.4997e+01
2.93569063e+01, -3.4195e+01, 1.7925e+02, -4.8165e+01, -1.0893e+02, 1.3970e+01, -7.1822e+01
2.97564507e+01, -3.4294e+01, 1.8041e+02, -4.8432e+01, -1.0734e+02, 1.4137e+01, -7.2249e+01
3.01614330e+01, -3.4219e+01, 1.7994e+02, -4.8285e+01, -1.0323e+02, 1.4065e+01, -7.6824e+01
3.05719270e+01, -3.4134e+01, 1.8027e+02, -4.7689e+01, -1.0634e+02, 1.3555e+01, -7.3390e+01
3.09880078e+01, -3.4203e+01, 1.7885e+02, -4.7635e+01, -1.0755e+02, 1.3432e+01, -7.3600e+01
3.14097514e+01, -3.4194e+01, 1.7968e+02, -4.7810e+01, -1.0502e+02, 1.3616e+01, -7.5297e+01
3.18372349e+01, -3.4197e+01, 1.7973e+02, -4.7904e+01, -1.0731e+02, 1.3707e+01, -7.2960e+01
3.22705364e+01, -3.4251e+01, 1.8071e+02, -4.7697e+01, -1.0362e+02, 1.3446e+01, -7.5673e+01
3.27097351e+01, -3.4181e+01, 1.7983e+02, -4.6934e+01, -1.0576e+02, 1.2753e+01, -7.4415e+01
3.31549112e+01, -3.4312e+01, 1.8045e+02, -4.7674e+01, -1.0736e+02, 1.3362e+01, -7.2192e+01
3.36061461e+01, -3.4177e+01, 1.7979e+02, -4.7313e+01, -1.0484e+02, 1.3136e+01, -7.5376e+01
3.40635223e+01, -3.4248e+01, 1.7990e+02, -4.7117e+01, -1.0687e+02, 1.2868e+01, -7.3228e+01
3.45271234e+01, -3.4261e+01, 1.7998e+02, -4.6790e+01, -1.0604e+02, 1.2529e+01, -7.3988e+01
3.49970340e+01, -3.4232e+01, 1.7999e+02, -4.7339e+01, -1.0818e+02, 1.3106e+01, -7.1825e+01
3.54733400e+01, -3.4287e+01, 1.8002e+02, -4.6316e+01, -1.0364e+02, 1.2029e+01, -7.6338e+01
3.59561285e+01, -3.4265e+01, 1.8002e+02, -4.6814e+01, -1.0396e+02, 1.2550e+01, -7.6019e+01
3.64454878e+01, -3.4241e+01, 1.8041e+02, -4.6619e+01, -1.0808e+02, 1.2378e+01, -7.1510e+01
3.69415071e+01, -3.4189e+01, 1.7934e+02, -4.6289e+01, -1.0949e+02, 1.2099e+01, -7.1165e+01
3.74442772e+01, -3.4307e+01, 1.7980e+02, -4.6022e+01, -1.0625e+02, 1.1714e+01, -7.3952e+01
3.79538900e+01, -3.4222e+01, 1.8048e+02, -4.6692e+01, -1.0412e+02, 1.2470e+01, -7.5398e+01
3.84704385e+01, -3.4307e+01, 1.7991e+02, -4.6548e+01, -1.0576e+02, 1.2241e+01, -7.4337e+01
3.89940173e+01, -3.4273e+01, 1.8007e+02, -4.6394e+01, -1.0953e+02, 1.2120e+01, -7.0401e+01
3.95247218e+01, -3.4256e+01, 1.8004e+02, -4.6542e+01, -1.1050e+02, 1.2286e+01, -6.9453e+01
4.00626492e+01, -3.4322e+01, 1.8069e+02, -4.6695e+01, -1.0789e+02, 1.2374e+01, -7.1422e+01
4.06078978e+01, -3.4240e+01, 1.8006e+02, -4.6641e+01, -1.0909e+02, 1.2401e+01, -7.0857e+01
4.11605671e+01, -3.4309e+01, 1.7997e+02, -4.6121e+01, -1.0754e+02, 1.1812e+01, -7.2483e+01
4.17207582e+01, -3.4260e+01, 1.7990e+02, -4.6018e+01, -1.0306e+02, 1.1757e+01, -7.7034e+01
4.22885734e+01, -3.4255e+01, 1.8001e+02, -4.5136e+01, -1.0152e+02, 1.0881e+01, -7.8469e+01
4.28641166e+01, -3.4291e+01, 1.7951e+02, -4.4784e+01, -1.0340e+02, 1.0493e+01, -7.7092e+01
4.34474928e+01, -3.4337e+01, 1.8030e+02, -4.5072e+01, -1.0782e+02, 1.0735e+01, -7.1887e+01
4.40388087e+01, -3.4343e+01, 1.7979e+02, -4.5950e+01, -1.0640e+02, 1.1607e+01, -7.3811e+01
4.46381724e+01, -3.4325e+01, 1.7998e+02, -4.4885e+01, -1.0118e+02, 1.0560e+01, -7.8842e+01
4.52456933e+01, -3.4170e+01, 1.7997e+02, -4.4222e+01, -1.1222e+02, 1.0052e+01, -6.7811e+01
4.58614826e+01, -3.4305e+01, 1.7989e+02, -4.6167e+01, -1.0879e+02, 1.1862e+01, -7.1323e+01
4.64856526e+01, -3.4370e+01, 1.8005e+02, -4.4146e+01, -1.0683e+02, 9.7763e+00, -7.3117e+01
4.71183176e+01, -3.4207e+01, 1.7946e+02, -4.5081e+01, -1.0887e+02, 1.0874e+01, -7.1673e+01
4.77595931e+01, -3.4251e+01, 1.7981e+02, -4.4343e+01, -1.0386e+02, 1.0091e+01, -7.6328e+01
4.84095962e+01, -3.4195e+01, 1.7970e+02, -4.4652e+01, -1.0954e+02, 1.0456e+01, -7.0764e+01
4.90684459e+01, -3.4270e+01, 1.7962e+02, -4.3951e+01, -1.0181e+02, 9.6807e+00, -7.8564e+01
4.97362624e+01, -3.4146e+01, 1.8032e+02, -4.5275e+01, -1.1040e+02, 1.1129e+01, -6.9285e+01
5.04131678e+01, -3.4268e+01, 1.8000e+02, -4.3330e+01, -1.0817e+02, 9.0620e+00, -7.1828e+01
5.10992858e+01, -3.4343e+01, 1.8058e+02, -4.4400e+01, -1.0244e+02, 1.0058e+01, -7.6979e+01
5.17947419e+01, -3.4141e+01, 1.7997e+02, -4.4203e+01, -1.1094e+02, 1.0062e+01, -6.9088e+01
5.24996630e+01, -3.4316e+01, 1.7937e+02, -4.3106e+01, -1.0683e+02, 8.7900e+00, -7.3798e+01
5.32141780e+01, -3.4342e+01, 1.7963e+02, -4.3663e+01, -1.0514e+02, 9.3212e+00, -7.5229e+01
5.39384175e+01, -3.4167e+01, 1.7978e+02, -4.4374e+01, -1.0641e+02, 1.0207e+01, -7.3809e+01
5.46725138e+01, -3.4335e+01, 1.8047e+02, -4.4315e+01, -1.0870e+02, 9.9797e+00, -7.0837e+01
5.54166011e+01, -3.4144e+01, 1.7999e+02, -4.3418e+01, -1.1285e+02, 9.2739e+00, -6.7159e+01
5.61708154e+01, -3.4374e+01, 1.7953e+02, -4.2634e+01, -1.1029e+02, 8.2602e+00, -7.0174e+01
5.69352944e+01, -3.4236e+01, 1.7957e+02, -4.2619e+01, -1.0590e+02, 8.3830e+00, -7.4523e+01
5.77101779e+01, -3.4226e+01, 1.7984e+02, -4.2831e+01, -1.0380e+02, 8.6044e+00, -7.6360e+01
5.84956075e+01, -3.4201e+01, 1.7989e+02, -4.2603e+01, -1.0356e+02, 8.4021e+00, -7.6546e+01
5.92917267e+01, -3.4153e+01, 1.8044e+02, -4.2886e+01, -1.0360e+02, 8.7329e+00, -7.5959e+01
6.00986811e+01, -3.4400e+01, 1.7986e+02, -4.2548e+01, -1.0342e+02, 8.1487e+00, -7.6724e+01
6.09166179e+01, -3.4362e+01, 1.7886e+02, -4.2612e+01, -1.0384e+02, 8.2503e+00, -7.7300e+01
6.17456869e+01, -3.4303e+01, 1.8063e+02, -4.2328e+01, -1.0682e+02, 8.0256e+00, -7.2552e+01
6.25860393e+01, -3.4284e+01, 1.7994e+02, -4.1984e+01, -1.0852e+02, 7.7001e+00, -7.1541e+01
6.34378289e+01, -3.4319e+01, 1.7976e+02, -4.1561e+01, -1.0818e+02, 7.2415e+00, -7.2061e+01
6.43012112e+01, -3.4210e+01, 1.7986e+02, -4.1929e+01, -1.1118e+02, 7.7189e+00, -6.8951e+01
6.51763441e+01, -3.4198e+01, 1.8007e+02, -4.2428e+01, -1.1534e+02, 8.2301e+00, -6.4591e+01
6.60633875e+01, -3.4348e+01, 1.8125e+02, -4.2846e+01, -1.1101e+02, 8.4977e+00, -6.7742e+01
6.69625034e+01, -3.4357e+01, 1.7973e+02, -4.2234e+01, -1.0608e+02, 7.8774e+00, -7.4191e+01
6.78738562e+01, -3.4376e+01, 1.7907e+02, -4.1229e+01, -1.0860e+02, 6.8536e+00, -7.2336e+01
6.87976124e+01, -3.4235e+01, 1.8003e+02, -4.1583e+01, -1.1175e+02, 7.3479e+00, -6.8211e+01
6.97339408e+01, -3.4330e+01, 1.8007e+02, -4.2284e+01, -1.0998e+02, 7.9532e+00, -6.9951e+01
7.06830126e+01, -3.4300e+01, 1.7971e+02, -4.1445e+01, -1.0701e+02, 7.1451e+00, -7.3285e+01
7.16450012e+01, -3.4368e+01, 1.8027e+02, -4.0838e+01, -1.1028e+02, 6.4697e+00, -6.9452e+01
7.26200823e+01, -3.4504e+01, 1.7964e+02, -4.2205e+01, -1.1220e+02, 7.7009e+00, -6.8166e+01
7.36084341e+01, -3.4209e+01, 1.8022e+02, -4.1210e+01, -1.0600e+02, 7.0015e+00, -7.3773e+01
7.46102374e+01, -3.4199e+01, 1.8046e+02, -4.0601e+01, -1.1304e+02, 6.4018e+00, -6.6498e+01
7.56256750e+01, -3.4252e+01, 1.8003e+02, -4.1942e+01, -1.0656e+02, 7.6907e+00, -7.3410e+01
7.66549327e+01, -3.4298e+01, 1.7892e+02, -4.0741e+01, -1.1062e+02, 6.4435e+00, -7.0463e+01
7.76981985e+01, -3.4263e+01, 1.7940e+02, -4.1325e+01, -1.1151e+02, 7.0615e+00, -6.9095e+01
7.87556630e+01, -3.4346e+01, 1.7958e+02, -4.0546e+01, -1.0814e+02, 6.2004e+00, -7.2281e+01
7.98275195e+01, -3.4456e+01, 1.7894e+02, -4.1164e+01, -1.1089e+02, 6.7075e+00, -7.0173e+01
8.09139638e+01, -3.4316e+01, 1.7969e+02, -4.0281e+01, -1.0926e+02, 5.9651e+00, -7.1058e+01
8.20151946e+01, -3.4265e+01, 1.8032e+02, -4.1078e+01, -1.0912e+02, 6.8131e+00, -7.0565e+01
8.31314129e+01, -3.4316e+01, 1.8030e+02, -3.9964e+01, -1.1124e+02, 5.6480e+00, -6.8462e+01
8.42628229e+01, -3.4235e+01, 1.8109e+02, -4.0816e+01, -1.0941e+02, 6.5815e+00, -6.9510e+01
8.54096313e+01, -3.4288e+01, 1.7958e+02, -3.9853e+01, -1.1509e+02, 5.5658e+00, -6.5332e+01
8.65720476e+01, -3.4343e+01, 1.7977e+02, -4.0282e+01, -1.0629e+02, 5.9388e+00, -7.3941e+01
8.77502843e+01, -3.4196e+01, 1.8000e+02, -4.0186e+01, -1.1372e+02, 5.9905e+00, -6.6287e+01
8.89445567e+01, -3.4343e+01, 1.7951e+02, -3.9672e+01, -1.1210e+02, 5.3285e+00, -6.8386e+01
9.01550829e+01, -3.4266e+01, 1.7958e+02, -4.0216e+01, -1.0941e+02, 5.9499e+00, -7.1010e+01
9.13820844e+01, -3.4288e+01, 1.8076e+02, -3.9882e+01, -1.1367e+02, 5.5937e+00, -6.5565e+01
9.26257852e+01, -3.3974e+01, 1.8028e+02, -3.8937e+01, -1.1448e+02, 4.9632e+00, -6.5243e+01
9.38864126e+01, -3.4122e+01, 1.7952e+02, -3.9581e+01, -1.0856e+02, 5.4588e+00, -7.1918e+01
9.51641970e+01, -3.4275e+01, 1.8068e+02, -3.9973e+01, -1.1057e+02, 5.6979e+00, -6.8750e+01
9.64593720e+01, -3.4275e+01, 1.7964e+02, -3.9344e+01, -1.1687e+02, 5.0688e+00, -6.3497e+01
9.77721741e+01, -3.4323e+01, 1.7935e+02, -3.8978e+01, -1.1383e+02, 4.6557e+00, -6.6827e+01
9.91028434e+01, -3.4174e+01, 1.7858e+02, -3.9254e+01, -1.0878e+02, 5.0799e+00, -7.2635e+01
1.00451623e+02, -3.4149e+01, 1.7963e+02, -3.9492e+01, -1.1100e+02, 5.3436e+00, -6.9369e+01
1.01818759e+02, -3.4206e+01, 1.7996e+02, -3.9249e+01, -1.1405e+02, 5.0425e+00, -6.5982e+01
1.03204502e+02, -3.4184e+01, 1.7935e+02, -3.9033e+01, -1.1628e+02, 4.8492e+00, -6.4369e+01
1.04609105e+02, -3.4278e+01, 1.8018e+02, -3.8464e+01, -1.1547e+02, 4.1858e+00, -6.4355e+01
1.06032824e+02, -3.4425e+01, 1.8148e+02, -3.8558e+01, -1.1316e+02, 4.1329e+00, -6.5355e+01
1.07475920e+02, -3.4207e+01, 1.7895e+02, -3.8350e+01, -1.1321e+02, 4.1431e+00, -6.7845e+01
1.08938656e+02, -3.4239e+01, 1.7848e+02, -3.8687e+01, -1.1237e+02, 4.4476e+00, -6.9152e+01
1.10421300e+02, -3.4261e+01, 1.8050e+02, -3.8446e+01, -1.1062e+02, 4.1846e+00, -6.8881e+01
1.11924122e+02, -3.4288e+01, 1.8098e+02, -3.8398e+01, -1.1191e+02, 4.1100e+00, -6.7116e+01
1.13447398e+02, -3.4279e+01, 1.7958e+02, -3.8475e+01, -1.1300e+02, 4.1959e+00, -6.7420e+01
1.14991406e+02, -3.4135e+01, 1.8017e+02, -3.8299e+01, -1.1184e+02, 4.1644e+00, -6.7993e+01
1.16556427e+02, -3.4169e+01, 1.8012e+02, -3.8353e+01, -1.1264e+02, 4.1842e+00, -6.7238e+01
1.18142748e+02, -3.4419e+01, 1.7906e+02, -3.8400e+01, -1.1349e+02, 3.9809e+00, -6.7450e+01
1.19750659e+02, -3.4412e+01, 1.8014e+02, -3.8304e+01, -1.1342e+02, 3.8925e+00, -6.6440e+01
1.21380453e+02, -3.4242e+01, 1.7956e+02, -3.8386e+01, -1.1302e+02, 4.1441e+00, -6.7419e+01
1.23032428e+02, -3.4270e+01, 1.7916e+02, -3.8192e+01, -1.1323e+02, 3.9222e+00, -6.7604e+01
1.24706887e+02, -3.4112e+01, 1.8035e+02, -3.7669e+01, -1.1243e+02, 3.5566e+00, -6.7221e+01
1.26404135e+02, -3.4275e+01, 1.8087e+02, -3.7543e+01, -1.1354e+02, 3.2684e+00, -6.5592e+01
1.28124482e+02, -3.4346e+01, 1.8022e+02, -3.7249e+01, -1.1429e+02, 2.9027e+00, -6.5498e+01
1.29868243e+02, -3.4353e+01, 1.7988e+02, -3.7421e+01, -1.1332e+02, 3.0675e+00, -6.6793e+01
1.31635737e+02, -3.4113e+01, 1.8016e+02, -3.7329e+01, -1.1362e+02, 3.2156e+00, -6.6226e+01
1.33427286e+02, -3.4149e+01, 1.7919e+02, -3.7305e+01, -1.1444e+02, 3.1565e+00, -6.6373e+01
1.35243217e+02, -3.4301e+01, 1.8061e+02, -3.7042e+01, -1.1368e+02, 2.7415e+00, -6.5706e+01
1.37083864e+02, -3.4212e+01, 1.8034e+02, -3.6710e+01, -1.1565e+02, 2.4984e+00, -6.4010e+01
1.38949561e+02, -3.4309e+01, 1.7856e+02, -3.6770e+01, -1.1828e+02, 2.4611e+00, -6.3154e+01
1.40840650e+02, -3.4353e+01, 1.7945e+02, -3.7131e+01, -1.1661e+02, 2.7777e+00, -6.3938e+01
1.42757477e+02, -3.4443e+01, 1.7981e+02, -3.6758e+01, -1.1444e+02, 2.3151e+00, -6.5753e+01
1.44700392e+02, -3.4284e+01, 1.8042e+02, -3.6849e+01, -1.1624e+02, 2.5654e+00, -6.3340e+01
1.46669749e+02, -3.4378e+01, 1.7931e+02, -3.6597e+01, -1.1456e+02, 2.2193e+00, -6.6132e+01
1.48665909e+02, -3.4379e+01, 1.8079e+02, -3.6403e+01, -1.1635e+02, 2.0242e+00, -6.2852e+01
1.50689237e+02, -3.4336e+01, 1.7968e+02, -3.6455e+01, -1.1851e+02, 2.1187e+00, -6.1809e+01
1.52740102e+02, -3.4151e+01, 1.7962e+02, -3.6379e+01, -1.1524e+02, 2.2282e+00, -6.5143e+01
1.54818879e+02, -3.4102e+01, 1.8051e+02, -3.6249e+01, -1.1632e+02, 2.1467e+00, -6.3171e+01
1.56925948e+02, -3.4250e+01, 1.7949e+02, -3.6039e+01, -1.1756e+02, 1.7888e+00, -6.2955e+01
1.59061694e+02, -3.4265e+01, 1.7944e+02, -3.6065e+01, -1.1708e+02, 1.8000e+00, -6.3481e+01
1.61226508e+02, -3.4426e+01, 1.8043e+02, -3.6175e+01, -1.1594e+02, 1.7488e+00, -6.3634e+01
1.63420784e+02, -3.4213e+01, 1.7924e+02, -3.5918e+01, -1.1606e+02, 1.7051e+00, -6.4699e+01
1.65644924e+02, -3.4234e+01, 1.7971e+02, -3.5558e+01, -1.1828e+02, 1.3247e+00, -6.2019e+01
1.67899334e+02, -3.4279e+01, 1.7943e+02, -3.5676e+01, -1.1922e+02, 1.3974e+00, -6.1342e+01
1.70184427e+02, -3.4410e+01, 1.7913e+02, -3.5594e+01, -1.1598e+02, 1.1842e+00, -6.4893e+01
1.72500620e+02, -3.4242e+01, 1.7850e+02, -3.5658e+01, -1.1789e+02, 1.4159e+00, -6.3614e+01
1.74848335e+02, -3.4197e+01, 1.7982e+02, -3.5298e+01, -1.1859e+02, 1.1012e+00, -6.1591e+01
1.77228003e+02, -3.4372e+01, 1.8058e+02, -3.5403e+01, -1.1744e+02, 1.0309e+00, -6.1979e+01
1.79640058e+02, -3.4336e+01, 1.7862e+02, -3.5302e+01, -1.1687e+02, 9.6636e-01, -6.4513e+01
1.82084941e+02, -3.4010e+01, 1.7976e+02, -3.5143e+01, -1.1877e+02, 1.1332e+00, -6.1467e+01
1.84563098e+02, -3.4126e+01, 1.7963e+02, -3.5351e+01, -1.1865e+02, 1.2250e+00, -6.1725e+01
1.87074983e+02, -3.4228e+01, 1.7978e+02, -3.5003e+01, -1.1832e+02, 7.7479e-01, -6.1891e+01
1.89621054e+02, -3.4254e+01, 1.7898e+02, -3.4865e+01, -1.2031e+02, 6.1143e-01, -6.0705e+01
1.92201777e+02, -3.4475e+01, 1.7989e+02, -3.5108e+01, -1.1832e+02, 6.3307e-01, -6.1786e+01
1.94817624e+02, -3.4087e+01, 1.7926e+02, -3.4519e+01, -1.1948e+02, 4.3175e-01, -6.1258e+01
1.97469072e+02, -3.4464e+01, 1.7953e+02, -3.5095e+01, -1.1878e+02, 6.3123e-01, -6.1688e+01
2.00156606e+02, -3.4033e+01, 1.7928e+02, -3.4731e+01, -1.1920e+02, 6.9869e-01, -6.1516e+01
2.02880716e+02, -3.4095e+01, 1.7931e+02, -3.4354e+01, -1.1984e+02, 2.5933e-01, -6.0860e+01
2.05641902e+02, -3.4291e+01, 1.8006e+02, -3.4392e+01, -1.1918e+02, 1.0099e-01, -6.0758e+01
2.08440667e+02, -3.4378e+01, 1.7881e+02, -3.4369e+01, -1.1838e+02, -9.4702e-03, -6.2810e+01
2.11277523e+02, -3.4303e+01, 1.7904e+02, -3.4327e+01, -1.1885e+02, 2.3669e-02, -6.2111e+01
2.14152989e+02, -3.4168e+01, 1.7935e+02, -3.4218e+01, -1.1856e+02, 5.0317e-02, -6.2090e+01
2.17067589e+02, -3.4456e+01, 1.8074e+02, -3.4353e+01, -1.2053e+02, -1.0342e-01, -5.8728e+01
2.20021857e+02, -3.4145e+01, 1.7910e+02, -3.3960e+01, -1.2138e+02, -1.8509e-01, -5.9527e+01
2.23016332e+02, -3.4176e+01, 1.7829e+02, -3.4069e+01, -1.2201e+02, -1.0741e-01, -5.9701e+01
2.26051561e+02, -3.4005e+01, 1.8069e+02, -3.3854e+01, -1.1976e+02, -1.5083e-01, -5.9552e+01
2.29128099e+02, -3.4373e+01, 1.8124e+02, -3.3804e+01, -1.2209e+02, -5.6871e-01, -5.6675e+01
2.32246509e+02, -3.4366e+01, 1.7979e+02, -3.3931e+01, -1.2038e+02, -4.3508e-01, -5.9829e+01
2.35407361e+02, -3.4410e+01, 1.8017e+02, -3.3624e+01, -1.2217e+02, -7.8532e-01, -5.7659e+01
2.38611231e+02, -3.4236e+01, 1.7938e+02, -3.3786e+01, -1.1965e+02, -4.4941e-01, -6.0972e+01
2.41858705e+02, -3.4206e+01, 1.7929e+02, -3.3702e+01, -1.2127e+02, -5.0427e-01, -5.9446e+01
2.45150377e+02, -3.4017e+01, 1.7879e+02, -3.3601e+01, -1.2098e+02, -4.1589e-01, -6.0235e+01
