Frequency_Hz,Re_Z_ohm,Im_Z_ohm,NegIm_Z_ohm
99.4072862,103578.61123506003,-327572.18267091794,327572.18267091794
100.896978,140822.4874403746,-305117.3568515025,305117.3568515025
102.408994,101065.5136382161,-281583.4834051805,281583.4834051805
103.943669,84485.83682038801,-304997.466054375,304997.466054375
105.501342,88988.02576704092,-310072.584744016,310072.584744016
107.082358,89358.70103610192,-297489.6077503665,297489.6077503665
108.687067,80160.48416178736,-281237.89080642,281237.89080642
110.315823,79672.11929690716,-289168.95138259605,289168.95138259605
111.968987,104875.83720041194,-300032.24131082307,300032.24131082307
113.646926,118890.72969440155,-283425.10887886194,283425.10887886194
115.350009,108557.3822996168,-285839.4374743561,285839.4374743561
117.078615,124048.66720726913,-254641.94619751503,254641.94619751503
118.833125,109549.68747254746,-260621.14115373566,260621.14115373566
120.613927,97146.89539868738,-272053.641390685,272053.641390685
122.421416,111565.66376359183,-265611.831484347,265611.831484347
124.255992,118257.07522464043,-250333.0741651435,250333.0741651435
126.11806,113666.92405626734,-255384.0571443947,255384.0571443947
128.008033,102849.34790729289,-248386.11795740642,248386.11795740642
129.926328,84863.28325895652,-243694.1544705635,243694.1544705635
131.873371,93132.26962201689,-245714.86482922002,245714.86482922002
133.849591,90945.81333491008,-243129.19587289807,243129.19587289807
135.855427,86651.85900523288,-247120.81048389344,247120.81048389344
137.891321,85883.97164756474,-231963.00397826728,231963.00397826728
139.957725,90697.54589680102,-225776.62780031332,225776.62780031332
142.055095,89953.26183255651,-229368.67990156793,229368.67990156793
144.183896,97855.23301341521,-223524.36731743306,223524.36731743306
146.344599,83074.37298934779,-233868.10923325623,233868.10923325623
148.537681,84851.02144199752,-231715.9267106247,231715.9267106247
150.763629,74492.73686676286,-216330.3512108417,216330.3512108417
153.022933,87610.71959955487,-215521.744524221,215521.744524221
155.316096,100552.08591644243,-218184.44211403106,218184.44211403106
157.643623,86754.87936551393,-219644.04873304156,219644.04873304156
160.006029,63816.09216463309,-212804.56858820262,212804.56858820262
162.403838,83469.40776992793,-197667.1306158532,197667.1306158532
164.83758,81701.8726209434,-210738.18027725007,210738.18027725007
167.307794,82725.92723661121,-196931.8898251653,196931.8898251653
169.815025,79054.71603395966,-192985.5317880464,192985.5317880464
172.359829,79807.53042967025,-198477.417567714,198477.417567714
174.942769,72088.07995122085,-200078.93746173228,200078.93746173228
177.564417,67480.04696769618,-192692.76601897486,192692.76601897486
180.225351,73241.44293461961,-188700.71167333346,188700.71167333346
182.926162,71595.24244911199,-182053.22182063793,182053.22182063793
185.667446,66926.28758345179,-188795.01614341096,188795.01614341096
188.449811,75800.62902330355,-183724.05612619128,183724.05612619128
191.273871,69546.47787470523,-191524.48726933575,191524.48726933575
194.140252,70017.66085768402,-179938.54172784527,179938.54172784527
197.049587,75709.33662479285,-182724.38339359334,182724.38339359334
200.002522,67229.54748825918,-177393.2849831498,177393.2849831498
202.999708,70040.28453963174,-170479.15563379985,170479.15563379985
206.041809,63469.68038866762,-170810.8112828666,170810.8112828666
209.129499,65229.38703233861,-174985.10933910156,174985.10933910156
212.263459,67870.72710732397,-175617.26174498576,175617.26174498576
215.444385,55427.77422383128,-161330.59712157617,161330.59712157617
218.672979,69005.00385199804,-164429.48611811435,164429.48611811435
221.949956,60841.435431326885,-172701.27191047926,172701.27191047926
225.27604,77014.29047700753,-157714.0228825499,157714.0228825499
228.651969,65649.15715520023,-168738.05712178227,168738.05712178227
232.078488,67774.07853106337,-153020.20750836167,153020.20750836167
235.556357,64475.02519337024,-154982.78233321387,154982.78233321387
239.086344,65317.302705205664,-156714.25939224032,156714.25939224032
242.66923,63782.56838060665,-158137.5096971609,158137.5096971609
246.305808,55851.68861651386,-145415.1723858027,145415.1723858027
249.996884,68588.63511668069,-153569.0496569284,153569.0496569284
253.743272,68987.55132105367,-148940.75522532358,148940.75522532358
257.545804,54539.12315767852,-160611.81667576227,160611.81667576227
261.405319,62077.64222214344,-150246.8128918388,150246.8128918388
265.322671,56224.30877861,-141321.34593415272,141321.34593415272
269.298728,60995.02770968326,-143667.3931695868,143667.3931695868
273.33437,58220.614930779484,-142907.6143172584,142907.6143172584
277.430488,58781.758750788715,-136575.0069939451,136575.0069939451
281.58799,55311.97108175686,-139780.49088107896,139780.49088107896
285.807795,58700.070324259796,-132532.926104731,132532.926104731
290.090837,58043.60343258087,-134240.11673958134,134240.11673958134
294.438063,53903.53755190114,-131607.0230045372,131607.0230045372
298.850436,53820.115350379885,-134152.29247375322,134152.29247375322
303.328932,53436.46643204673,-131335.03863126406,131335.03863126406
307.874541,53056.69019909005,-124999.79480636134,124999.79480636134
312.488269,54568.62120819776,-132906.66377198938,132906.66377198938
317.171138,49473.10875281682,-125101.50750055478,125101.50750055478
321.924183,48608.0333244266,-129649.2635070358,129649.2635070358
326.748455,47435.60774906469,-127605.03719414052,127605.03719414052
331.645023,47497.72864832107,-118830.97986117881,118830.97986117881
336.61497,45916.90338243493,-116704.21314474275,116704.21314474275
341.659395,48301.27610434572,-114803.2221684224,114803.2221684224
346.779415,50608.093370609444,-121184.4848780353,121184.4848780353
351.976162,47055.68177351494,-110980.08243586347,110980.08243586347
357.250786,42241.170895500814,-113528.49885910342,113528.49885910342
362.604454,49218.45331970908,-116516.39758050717,116516.39758050717
368.038351,46890.79897591555,-111810.91928387855,111810.91928387855
373.553678,46777.0431006516,-109381.46619630697,109381.46619630697
379.151657,40855.84959742359,-115309.39738307033,115309.39738307033
384.833526,43986.10454116345,-103479.11615059323,103479.11615059323
390.600542,44957.6389059328,-105795.46207698908,105795.46207698908
396.453981,48167.04213271369,-106168.87826537882,106168.87826537882
402.395138,41520.62619127988,-104167.34180571434,104167.34180571434
408.425328,45427.53378417842,-101468.98936748282,101468.98936748282
414.545885,43807.51781827945,-101734.58079944778,101734.58079944778
420.758162,40064.86676530289,-99069.42579729547,99069.42579729547
427.063536,42931.35955354965,-101297.20480581372,101297.20480581372
433.4634,42212.62352773998,-97398.3362639746,97398.3362639746
439.95917,39187.885609314246,-95105.20415356159,95105.20415356159
446.552285,41058.36190350069,-93622.33915645114,93622.33915645114
453.244202,37994.02944774006,-95869.06912630601,95869.06912630601
460.036403,40935.15744811364,-93288.28010233188,93288.28010233188
466.93039,37338.00894144203,-93726.26415785769,93726.26415785769
473.927688,38457.64925889878,-88391.68791835073,88391.68791835073
481.029846,41752.50875374771,-90993.90734015215,90993.90734015215
488.238436,38498.81582313432,-89247.4316456566,89247.4316456566
495.555051,34015.122311709536,-88820.86898093473,88820.86898093473
502.981311,36657.76929254425,-85685.88827402449,85685.88827402449
510.518859,37563.56159962618,-85665.59971964444,85665.59971964444
518.169363,38375.6511999957,-85874.27044046181,85874.27044046181
525.934516,36892.638523766,-82609.8754126563,82609.8754126563
533.816035,35966.3552824336,-85181.61292100222,85181.61292100222
541.815664,37370.379761202865,-80810.22851819026,80810.22851819026
549.935174,34708.8516957853,-79483.23320346957,79483.23320346957
558.17636,35882.16506559579,-81502.11425082046,81502.11425082046
566.541047,34238.87679008239,-79570.58322639675,79570.58322639675
575.031085,33561.77949275474,-78711.13649203276,78711.13649203276
583.648353,32656.925204196486,-76231.0573936228,76231.0573936228
592.394756,33915.081939258875,-72598.75960615,72598.75960615
601.272232,33642.29471726007,-76930.96044309372,76930.96044309372
610.282742,32872.98514303133,-74343.18984977751,74343.18984977751
619.428282,33834.78600603443,-73305.8130709367,73305.8130709367
628.710874,32860.0519671769,-70417.26256003964,70417.26256003964
638.132573,31801.230248881824,-70415.53307180715,70415.53307180715
647.695463,33790.0660163914,-69832.77815129962,69832.77815129962
657.401661,32233.30164823665,-68798.22708372158,68798.22708372158
667.253312,32891.3989216371,-68930.38485449034,68930.38485449034
677.252598,30637.8936328759,-66127.55773395838,66127.55773395838
687.401731,30667.193129524712,-67336.6108238781,67336.6108238781
697.702956,30550.699596993403,-65978.6042597468,65978.6042597468
708.158553,31754.633832880918,-65784.2816444723,65784.2816444723
718.770834,29590.756738479897,-64867.97372141802,64867.97372141802
729.542148,30063.8665415965,-63978.7970782035,63978.7970782035
740.474879,29266.945567146387,-63730.49387736427,63730.49387736427
751.571444,30311.584921582693,-60307.20552317297,60307.20552317297
762.8343,30508.574813679417,-61054.57749391196,61054.57749391196
774.265938,29526.871075417588,-61374.23516719036,61374.23516719036
785.868888,28921.311081300013,-57684.09638358141,57684.09638358141
797.645716,28474.201233676646,-60455.971989567595,60455.971989567595
809.599029,30161.53867615422,-57900.29402785782,57900.29402785782
821.731471,28148.588027433616,-56059.83126474854,56059.83126474854
834.045727,28189.450050192234,-54620.73693765705,54620.73693765705
846.544521,27283.51133885362,-54230.71737039268,54230.71737039268
859.230619,27616.791377593167,-54567.788279677945,54567.788279677945
872.106827,29160.285903646643,-55199.93684715083,55199.93684715083
885.175995,26484.7228758284,-53423.34567187365,53423.34567187365
898.441015,26015.48154877401,-52868.11040959399,52868.11040959399
911.90482,25748.25772672896,-52290.50318202811,52290.50318202811
925.57039,27170.27923452278,-52822.28404015546,52822.28404015546
939.440749,26373.017642282943,-51160.30398042841,51160.30398042841
953.518966,24626.859176191178,-50061.61935613738,50061.61935613738
967.808155,25269.998558805048,-48690.4349671528,48690.4349671528
982.311479,25987.700594952432,-49771.22683951976,49771.22683951976
997.032145,25174.67714866157,-49024.60519428224,49024.60519428224
1011.97341,25202.41264492927,-48444.34546436282,48444.34546436282
1027.13858,24736.067182774794,-47029.473370490916,47029.473370490916
1042.53102,25459.349486951764,-46129.04599655318,46129.04599655318
1058.15412,24789.056172624933,-46745.358883810986,46745.358883810986
1074.01134,23853.936625410755,-45614.79810708198,45614.79810708198
1090.1062,24618.878540849757,-45969.868778476346,45969.868778476346
1106.44225,24345.91026951516,-45088.870611639206,45088.870611639206
1123.02311,24020.480755398323,-44751.109877438656,44751.109877438656
1139.85244,23511.346378846214,-44140.32282610493,44140.32282610493
1156.93398,23496.84831824597,-43570.95346463324,43570.95346463324
1174.27149,23877.001785251407,-42954.94335082452,42954.94335082452
1191.86882,22965.835528077212,-42417.78294470601,42417.78294470601
1209.72986,23310.133082357104,-41835.35749435126,41835.35749435126
1227.85856,22657.71535353043,-40781.54721048339,40781.54721048339
1246.25893,23010.021678203488,-40673.38826448819,40673.38826448819
1264.93505,22089.877472927554,-39774.21279846979,39774.21279846979
1283.89104,22598.895855664698,-39941.78662564028,39941.78662564028
1303.1311,22555.33877624679,-39037.09138138885,39037.09138138885
1322.65948,22184.053249525383,-39491.13259135021,39491.13259135021
1342.48052,21710.429901652366,-38040.83453302437,38040.83453302437
1362.59858,22184.404388999035,-37696.239994706346,37696.239994706346
1383.01814,21710.092746619506,-36739.02505927493,36739.02505927493
1403.74369,21588.98868436111,-36856.4691633798,36856.4691633798
1424.77983,22285.34521622022,-36583.87622767973,36583.87622767973
